Category,Sub Category,Sub Sub Category,Link,Product Link,Product,Price,Location,Total Rating,Discount,Color,Storage,Quantity Left,Product detail,Rating&Reviews(Overall),5star,4star,3star,2star,1star,Review
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/a91-gaming-phone-67-inch-full-screen-8g-128g-smartphone-android-90-system-facial-recognition-dual-sim-card-mobile-phone-i756394236-s1701814505.html?search=1,A91 Gaming Phone 6.7 Inch Full Screen 8G + 128G Smartphone Android 9.0 System Facial Recognition Dual SIM Card Mobile Phone,RM400.00,Selangor,12 Ratings,-28%,"Blue
Green
Black",128GB,,"Factory direct sales, better quality but lower price is our target and mission!
Feature:
- 6.7inch Full Display
The A91 delivers the viewingexperience you always wanted, With a massive 93%screen-to-body ratio on a 6.7""inch screen
- 8MP Front CameraClear and Stylish Selfies
The A91 world-leading 8MP front camera turnsyour every selfe into a work of art Experience greaterbrightness, color vibrancy, clarity and dynamic range.even in the dimmest light, Whenever you needit. your A91 is right there with you, capturing everymoment with crystal-clear precision, Turn your selfiesinto masterpieces and shine in every photo
- Rear HD camera
The A91 features a 18MP camera combination. The main camera sportsa large f/1.8 aperture and 1.28um pixels, This strong combination boosts photosensitibityin backlight or low light, Just point and shoot, and A91 will makesure your pictures remain clear and bright
- Face Access
The A91 also supports facial recognitionUpon activation, A91 scans your facial features and unlocks instaneouslyAccessing your phone has never been so easy, or so fun
-Fingerprint unlock
The phone supports true fingerprint unlocking, protects your personal privacy, supports fingerprint photography, and makes your entertainment more fun.
- Powerful Performance
The MTK6799 mobile platform with 10mm process technology makesyoung people who love the young and stiand other popular games.The game ison and lower
- Android 9.1
The new interactive design makes the operation simple and simple, the use of themobile phone is so simple and straightforward, everything is handy
- Dual SIM card supports TF card
Dual card dual standby, card slot does notdistinguish between the main and the deputy, supporting the worlds 50 major communication carrier networks

Specification:
1.Model No.:A91
2.Platform : MTK6799
3.Standby: Dual sim dual standby(A slot support SIM card, another slot support SIM card or TF card)
4.Screen: 6.7 HD+ U Notch Display 720*1520
5.Speaker: 1511 Box Speaker
6.Frequency: GSM850/900/1800/1900MHz, 3G: WCDMA850/1900/2100MHz，4G LTE
7.Vibration: Support
8.Colors: Purple/Black/Blue
9.Memory: 8GB RAM+128GB ROM
10.Multi Media: MP3/MP4/3GP/FM Radio/Bluetooth
11.Camera: 8MP+18MP
12.Multi Function: Full screen,Fingerprint unlock Face recognition, Dual SIM, Wifi, GPS, Gravity Sensor, Alarm ,Calendar ,Calculator ,Audio recorder ,Video recorder, WAP/MMS/GPR, Image viewer,E-Book,World clock,Tasks card rear flash IML rear cover
13.Languages: Multi-language support
14.Others: Android OS 9.1 System
15.Battery: 4800Mah Lithium-ion battery
16.Type-C plug
17.Ultra unibody",4.5/5.0,9,2,0,0,1,"[{'Date': '2020-06-22', 'Time': '17:27 PM', 'Reviewer': 'by Adlan J.', 'Comment': 'the package arrived really fast and I love it so much 😍', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/realme-5s-4gb128gb-free-gift-original-smartphone-malaysia-set-1-year-realme-warranty-free-shipping-i928870117-s2331104582.html?search=1,Realme 5s (4GB/128GB) +Free Gift Original Smartphone Malaysia Set (1 Year Realme Warranty) (Free Shipping),RM719.00,Malaysia,27 Ratings,-10%,"Crystal Blue
Crystal Red",128GB,2,"Android 9.0 (Pie); ColorOS 6
6.5 inches IPS LCD capacitive touchscreen / 720 x 1600 pixels
Full View Display 20:9 Ratio
Qualcomm SDM665 Snapdragon 665 (11 nm) / Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)
4GB RAM and 128GB ROM Storage
Support microSD, up to 256GB (dedicated slot)
Quad Rear Camera : 48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF + 8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm + 2 MP, f/2.4, 1/5"", 1.75µm, (dedicated macro camera) + 2 MP, f/2.4, 1/5"", 1.75µm, depth sensor, LED flash, HDR panorama
Front Camera : 13MP, f/2.0, 26mm (wide), 1/3"", 1.12µm, HDR, panorama
Non-removable Li-Po 5000 mAh battery
Fast battery charging 10W
Dual SIM (Nano-SIM, dual stand-by), 4G LTE
Fingerprint (rear-mounted)
Facial Unlock",5.0/5.0,27,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/ready-stock-xiaomi-redmi-note-9-4gb128gb-smartphone-1-year-warranty-by-xiaomi-my-my-set-i993258985-s2618646341.html?search=1,[READY STOCK] Xiaomi Redmi Note 9 4GB+128GB Smartphone - 1 Year Warranty By Xiaomi MY (MY SET),RM706.00,Malaysia,2 Ratings,-6%,"Green
GreyGIFT
WhiteGIFT
GreenGIFT
White
Grey",128GB,14,",,",5.0/5.0,2,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/huawei-tab-5-101-dual-sim-wifi-tablet-free-keyboard-holder-1-year-local-supplier-warranty-i453259307-s1877082163.html?search=1,HUAWEI Tab 5 10.1 Dual Sim WiFi Tablet Free keyboard holder ( 1 Year Local Supplier Warranty ),RM288.00,Federal Territory of Kuala Lumpur,33 Ratings,-36%,"Black
Red
Rose Gold
Gold
Blue",32GB,,"Display 10.1 inch HD (1280*800)
Processor 1.3GHz Quad-Core
Dual SIM Dual Standby
Camera (Rear) 5.0MP
Camre (Front) 2.0MP
Internal up to 32GB Rom, 3GB RAM
Battery 4500mAh
Operating System-6.0 Marshmellow",4.3/5.0,24,4,1,0,4,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/idevice-ip-5-16gb-32gb-64gb-class-a-98-like-new-used-4g-lte-phone-only-free-tempered-glass-pre-installed-free-rm50-voucher-i483862841-s1926206077.html?search=1,iDevice iP 5 16GB 32GB 64GB Class A+ 98% Like New Used 4G LTE [ Phone Only ] FREE Tempered Glass (Pre-Installed) + FREE RM50 Voucher,RM229.00,Selangor,9 Ratings,-34%,"Black
White","64GB
16GB
32GB", ,"4.0 Inch IPS LCD 4G LTE
Small & Slim Aluminum body 123.8 x 58.6 x 7.6 mm
Compact design one-handed use / Senang & Selesa dipakai satu tangan
OS 10.3.3 Ready
8MP Rear Camera
1.2MP Selfie Camera
1080p Video Recording
100% Original Product No Brand due to copyright restrictionreasons
14 days Easy Return Policy No worries!
Phone Only : Phone + FREE Tempered Glass + FREE RM50 Voucher (No box)",4.4/5.0,6,1,2,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/realme-c3-smartphones-65-5000mah-battery-3gb-ram-32gb-rom-1-year-official-warranty-by-realme-malaysia-extra-free-high-quality-earphone-i888426679-s2192516828.html?search=1,"Realme C3 Smartphones [6.5"" | 5000mAh Battery | 3GB RAM + 32GB ROM] 1 Year Official Warranty By Realme Malaysia [Extra Free High-Quality Earphone]",RM499.00,Malaysia,23 Ratings, ,"Frozen Blue
Blazing Red",32GB,14,"Dual SIM (Nano-SIM, dual stand-by)
Color Option: Frozen Blue / Blazing Red
164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in)
IPS LCD capacitive touchscreen, 16M colors
6.5 inches, 102.0 cm2 (~82.7% screen-to-body ratio)
720 x 1560 pixels, 20:9 ratio (~270 ppi density), Corning Gorilla Glass 3
Mediatek Helio G70 (12 nm), Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55)
3GB RAM + 32GB ROM
Back Camera 1: 12 MP, f/1.8, 28mm (wide), 1/2.8"", 1.25µm, PDAF
Back Camera 2: 2 MP, f/2.4, (depth)
Selfie Camera: 5 MP, f/2.4, 27mm (wide), 1/5"", 1.12µm
Non-removable Li-Po 5000 mAh battery",5.0/5.0,23,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/original-imported-samsung-galaxy-s9-plus-g965-6gb-ram-64gb-rom-smartphone-i474240471-s982322353.html?search=1,(ORIGINAL- IMPORTED) SAMSUNG GALAXY S9 PLUS (G965) 6GB RAM+ 64GB ROM smartphone,"RM1,109.00",Federal Territory of Kuala Lumpur,103 Ratings,-66%,"MIDNIGHT BLACK
CORAL BLUE
LILAC PURPLE",64GB,,"Used Set- USA Set.
Phone condition 95% like new.
6.2”, Quad HD+ SUPER AMOLED Screen
Octa-Core, 10mm processor
Qualcomm Snapdragon 845
6GB RAM, 64GB ROM
Rear Camera : Super Speed Dual Pixel 12 MP OIS (F1.5/F2.4) + 12 MP OIS (F2.4)
Front Camera : 8MP AF (F1.7)
Expendable Up To 400GB
4G + WiFi + GPS + NFC
Android Oreo (8.0), Upgrable to Android Pie (One UI)
Bluetooth v 5.0
BixbyVoice Asistant
Fingerprint Sensor, IIRIS Scanner
3,500 mAH Capacity Battery",4.9/5.0,96,5,0,0,2,"[{'Date': '2020-06-22', 'Time': '20:30 PM', 'Reviewer': 'by Muhd A.', 'Comment': 'Barag dh sampai memg terbaik. Ni dh kali ke3 sy bli dngn e-station marketing ni.  Tq seller.   Seller memng peramah', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/redmi-6a-216gb-100-original-global-playstore-used-90-condition-i911190639-s2266502836.html?search=1,Redmi 6A 2/16GB 100% Original Global Playstore (USED 90% Condition),RM218.00,Malaysia,6 Ratings,-27%, , ,4,.,5.0/5.0,6,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/realme-6i-smartphone-4gb-128gb-5000mah-18w-quick-charge-48mp-free-shipping-i938052230-s2366256652.html?search=1,"realme 6i smartphone (4GB + 128GB) 5000mAh, 18W Quick Charge, 48MP , Free Shipping",RM899.00,Selangor,11 Ratings, ,"white milk
green tea",128GB,,"Unleash The Power
Operating System: realme UI based on Android 10
Display: 6.5-inches+ (720 x 1600 pixels)
Processor: Octa-core Processor Mediatek Helio G80 with 2.0Ghz
RAM+ROM: 4GB+128GB
Front: 16MP
Rear: 48MP+8MP+2MP+2MP , f/1.8, f/2.3, f/2.4
Battery: 5000mAh, 18W Quick Charge
SIM Slot: Dual
Sensor: Magnetic induction / Light / Proximity / Gyro-meter / Acceleration",4.6/5.0,10,0,0,0,1,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/original-oppo-a37-16gb-2gb-ram-dual-sim-free-tempered-glass-installed-free-rm50-voucher-small-compact-light-weight-design-refurbished-like-new-i448379205-s2662438273.html?search=1,"Original Oppo A37 [16GB + 2GB RAM] Dual Sim + FREE Tempered Glass Installed & FREE RM50 Voucher Small, Compact & Light Weight Design (Refurbished Like New)",RM215.00,Selangor,17 Ratings,-55%,"Pink [Phone ONLY]
Matte Black [Phone ONLY]
Gold [Phone ONLY]
Pink [Full Set]
Gold [Full Set]
Matte Black [Full Set]",16GB,5,"Dimensions 143.1 x 71 x 7.7 mm
5.0 inches
Rear Camera 8 MP
Selfie Camera 5MP
16 GB Internal Memory 2 GB RAM
Android 5.1 (Lollipop)
microSD, up to 256 GB (dedicated slot)
TAKE NOTE : What you choose, what you get.
Phone ONLY : Phone + Warranty card + Free Voucher
Full Set : Phone + Charger + USB Cable + Earphone + Warranty card + Pre installed + Tempered Glass + Free Voucher",4.8/5.0,16,0,0,0,1,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/oppo-a9-2020-smartphone-vanilla-mint-8gb-ram-128gb-rom-5000mah-battery-waterdrop-screen-dolby-atmos-android-phone-original-free-shipping-i661086091-s1412170234.html?search=1,OPPO A9 2020 Smartphone (Vanilla Mint) | 8GB RAM + 128GB ROM | 5000mAh Battery | Waterdrop Screen | Dolby Atmos | Android Phone Original | Free Shipping,RM999.00,Selangor,80 Ratings,-17%,"Vanilla Mint
Vanilla Mint + Extended Warranty
Vanilla Mint + Screen Protection",128GB,5,"Add-on either one warranty for RM 99.00: 1 year warranty extension which inclusive of the phone's original warranty OR 1 time free screen replacement service within 1 year.
ColorOS 6.0
6.5"" Waterdrop Screen
20:9 Display
Snapdragon Qualcomm 665
8GB RAM; 128GB storage
Front: 16MP
Rear: 48MP + 8MP + 2MP + 2MP
Battery: 5000mAh (Typ)
Dolby Atmos",4.9/5.0,73,5,1,0,1,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/s20u-mobile-gaming-phone-murah-4g-smartphone8g512g-murah-mtk6799-10-core-67-inch-hd-1440-3040-4g-5g-network-face-recognition-battery-4800mah-android-100original-i942554871-s2385292668.html?search=1,S20U mobile gaming phone murah 4g smartphone（8G+512G） murah MTK6799 10-core 6.7 inch HD + 1440 * 3040 4G 5G network face recognition battery 4800mah Android 10.0original,RM380.00,Malaysia,1 Ratings,-58%,"Blue
Sky blue
Black",128GB,,"Factory direct sales, better quality but lower price is our target and mission!
Feature:
- 6.7inch Full Display
The S20U delivers the viewingexperience you always wanted, With a massive 93%screen-to-body ratio on a 6.7""inch screen

- 13MP Front CameraClear and Stylish Selfies
The S20U world-leading 13MP front camera turnsyour every selfe into a work of art Experience greaterbrightness, color vibrancy, clarity and dynamic range.even in the dimmest light, Whenever you needit. your S20U is right there with you, capturing everymoment with crystal-clear precision, Turn your selfiesinto masterpieces and shine in every photo

- Rear HD camera
The S20U features a 24MP camera combination. The main camera sportsa large f/1.8 aperture and 1.28um pixels, This strong combination boosts photosensitibityin backlight or low light, Just point and shoot, and S20U will makesure your pictures remain clear and bright

- Face Access
The S20U also supports facial recognitionUpon activation, S20U scans your facial features and unlocks instaneouslyAccessing your phone has never been so easy, or so fun

- Powerful Performance
The MTK6799 mobile platform with 10mm process technology makesyoung people who love the young and stiand other popular games.The game ison and lower

- Android 10.0
The new interactive design makes the operation simple and simple, the use of themobile phone is so simple and straightforward, everything is handy
- Dual SIM card supports TF card
Dual card dual standby, card slot does notdistinguish between the main and the deputy, supporting the worlds 50 major communication carrier networks

Specification:
1.Model No.:S20U
2.Platform : MTK6799
3.Standby: Dual sim dual standby(A slot support SIM card, another slot support SIM card or TF card)
4.Screen: 6.7 HD+ Dewdrop Display 1440*3040
5.Speaker: 1511 Box Speaker
6.Frequency: GSM850/900/1800/1900MHz, 3G: WCDMA850/1900/2100MHz，4G LTE，5G
7.Vibration: Support
8.Colors: Mystic Blue/Black/Breathing Crystal
9.Memory: 8GB RAM+512GB ROM
10.Multi Media: MP3/MP4/3GP/FM Radio/Bluetooth
11.Camera: 13MP+14MP
12.Multi Function: Full screen,Face recognition, Dual SIM, Wifi, GPS, Gravity Sensor, Alarm ,Calendar ,Calculator ,Audio recorder ,Video recorder, WAP/MMS/GPR, Image viewer,E-Book,World clock,Tasks card rear flash IML rear cover
13.Languages: Multi-language support
14.Others: Android OS 10.0 System
15.Battery: 4800Mah Lithium-ion battery
16.Type-C plug
17.Ultra unibody

Attention:
Due to the difference in light, the actual color of the phone may be slightly different from the screen and the picture. Color names are only used to distinguish between individual SKUs. Please understand that. Thank you.

The battery capacity is typical of the factory laboratory, the specific charging speed, the length of use and other data, the actual situation will be slightly different due to the power cord, power adapter, ambient temperature. When the phone is completely out of power and automatically shuts down, you need to charge your phone for more than 10 minutes to boot. It is recommended to charge when the battery is less than 20% charged.

Available memory capacity is subject to preloaded software

Product images and models, data, functions, performance, specifications, etc. are for reference only.We may improve the above contents. For details, please refer to the product and product description. Unless otherwise stated, the data contained in this website are our internal test results, and the comparisons are compared with our products.

The mobile phone does not support the telecom CDMA 2G 3G network.

Package Included:
1 x Smartphone,
1 x Charger Adapter,
1 x Headphones,
1 x User Manual
1 x phone case
1 x Protection film",5.0/5.0,1,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/samsung-galaxy-s20-ultra-g988-black-grey-white-12gb-ram-128gb-rom-69-inch-android-handphone-i799992922-s1863854665.html?search=1,"Samsung Galaxy S20 Ultra (G988) (Black, Grey, White) - 12GB RAM - 128GB ROM - 6.9 inch - Android Handphone","RM4,699.00",Federal Territory of Kuala Lumpur,54 Ratings,-6%,"Grey
White
Black",128GB,,"6.9' Dynamic AMOLED 2X
Android 10,ONE UI 2
Octa-Core
Exynos 990
12GB RAM + 128GB Storage
microSD up to 1TB
Rear Camera : 48MP (F3.5) Tele + 108MP (F1.8) Wide + 12MP (F2.2) Ultra Wide
DepthVision
Front Camera: 40MP (F2.2)
IP68 Water resistance
5,000mAh
Bluetooth v5.0
Wi-Fi + LTE + 5G
Dual SIM
Fingerprint Sensor
Box will be unsealed for warranty activation and quality check purposes.",4.8/5.0,49,2,2,0,1,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/samsung-galaxy-a51-8gb-ram-128gb-rom-smartphone-1-year-samsung-warranty-free-shipping-i969322783-s2505634401.html?search=1,Samsung Galaxy A51 (8GB RAM + 128GB ROM) Smartphone 1 Year Samsung Warranty Free Shipping,"RM1,249.00",Selangor,87 Ratings,-11%,"White
Black
Blue",128GB,,"6.5"" FHD+ sAMOLED Infinity-U Display
2.3GHz,1.7GHz
Octa-Core
Exynos 9611
8GB RAM, 128GB ROM
Expendable up to 512GB
Rear Camera : 48.0 MP (F2.0) + 12.0 MP (F2.2) + 5.0 MP (F2.4) +5.0 MP (F2.2)
Front Camera : 32MP (F2.2)
4,000 mAH Battery (15W Fast Charging)
WiFi + LTE
Bluetooth v5.0 + NFC
Dual Sim + MicroSD
Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, Virtual Proximity Sensing",4.6/5.0,72,7,3,0,5,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/nokia-51-plus-black-3gb-ram-32gb-rom-smartphone-i437426696-s642644166.html?search=1,NOKIA 5.1 Plus BLACK (3GB RAM + 32GB ROM) Smartphone,RM499.00,Selangor,22 Ratings,-17%, , ,,"5.8"" edge-to-edge display with 19:9 ratio
3060 mAh - Optimized power consumption, your escape into TV shows or gaming sessions last longer
3GB RAM, 32GB ROM
13MP/8MP rear camera with Artificial Intelligence (AI) features
8MP front camera
MediaTek Helio P60
Android 9 Pie now available
3 years of monthly security updates and 2 years of softwares upgrades",5.0/5.0,21,1,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/realme-5-pro-63inch-waterdrop-screen-4gb-ram64gb-rom-4g-lte-facial-unlock-import-new-set-i1105570024-s3096470372.html?search=1,Realme 5 Pro 6.3inch WaterDrop Screen 4GB RAM/64GB ROM 4G LTE Facial Unlock (import new set),RM248.00, ,0 Ratings,-38%,"Green
Purple
Red
Blue",64GB,,"6.3 INCH FULL SCREEN
4G LTE DUAL SIM STANDBY
ANDROID VERSION 8.0
4GB RAM
64GB ROM
REAR CAMERA 13 MEGAPIXEL
FRONT CAMERA 8 MEGAPIXEL
BATTERY 3200 MAH
QUAD-CORE PROCESSOR
COLOUR AVAILABLE - GREEN, BLUE, RED, PURPLE
1 x PHONE DEVICE
1 x EARPHONE
1 x PLUG CHARGER
1 x BATTERY
1 x CABLE
1 x SCREEN PROTECTOR
1 x SILICON COVER
1 x BOX",0/5.0,0,0,0,0,0,['']
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/ready-stock-realme-6-pro-8128gb-original-realme-product-i989888726-s2605186389.html?search=1,[Ready Stock] Realme 6 Pro (8+128GB) - Original Realme Product,"RM1,299.00", ,0 Ratings,-7%,"Litnight Red
Lightning Blue",128GB,3,"Realme 6 ProSpecification:•Realme UI Based on Android 10• 6.6"" inches with 90Hz Smooth Display• Snapdragon 720G• 8GB +128GB• Front: 16MP+8MP• Rear: 64MP +8MP+12MP+2MP• 30W Flash Charge 4300 mAh Battery===============================================================================================What's in the box :1x Device, 1x Charger, 1x Type-C Cable, 1x Eject Tool, 1x Quick Start Guide, 1x Warranty Card",0/5.0,0,0,0,0,0,['']
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/start-from-rm1299-onlyfree-gifts-up-to-17-pcs-rm550-realme-6-pro-8gb-ram-128gb-rom-original-malaysia-set-with-2-years-warranty-under-realme-malaysia-handphone-new-i991270429-s2611160225.html?search=1,[START FROM RM1299 ONLY][FREE GIFTS UP TO 17 PCS RM550] REALME 6 PRO (8GB RAM + 128GB ROM) Original Malaysia Set With 2 Years Warranty under REALME Malaysia handphone new,"RM1,299.00",Kedah,15 Ratings,-7%,"PACKAGE X BLUE
PACKAGE A BLUE
PACKAGE B BLUE
PACKAGE C BLUE
PACKAGE X RED
PACKAGE A RED
PACKAGE B RED
PACKAGE C RED",128GB,9,">>>>>> CHAT US FOR VOUCHER (PACKAGE X, A and B) <<<<<<<<
*** 2 YEARS WARRANTY ***
realme UI Based on Android 10
6.6 inches IPS LCD with 90Hz Smooth Display
8GB+128GB
Front: 16MP+8MP
Rear: 64MP+12MP+8MP+2MP
4300mAh, 30W Flash Charge",4.7/5.0,13,0,1,1,0,[]
